Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class,is_contact_price,norm_ram,norm_storage,norm_cpu,norm_weight,norm_screen,norm_price,price_million,base_performance_score,base_portability_score,has_price,ready_for_budget_filter,ready_for_performance_advice,is_light,is_heavy,is_small_screen,is_large_screen,Battery (Wh),norm_battery,gpu_score,battery_score,battery_available,gaming_score,ai_graphics_score,office_score,portability_score,general_score,is_gaming_ready,is_ai_ready,is_business_ready,is_ultrabook
LENOVO Thinkpad E16 Gen 2 21ma0048vn,Lenovo,Intel,Core Ultra 5,125.0,4.3,16.0,DDR5,5600.0,1024.0,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,24890000.0,data/anphat/detail_htmls\lenovo_213_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.2146869983948635,0.3467094703049759,0.8487158908507223,0.13125,24.89,0.547,0.347,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.52675,0.5316000000000001,0.3892139585133967,0.2240176256327941,0.4113998064575873,False,False,False,False
LENOVO Thinkpad L14 Gen 5 T 21l1003wva,Lenovo,Intel,Core Ultra 7,155.0,4.8,16.0,DDR5,5600.0,512.0,14.0,1920 x 1200,,Intel,1.4,3 cell /46.5Wh,28590000.0,data/anphat/detail_htmls\lenovo_216_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.7885232744783306,0.2114767255216693,0.1569444444444444,28.59,0.723,0.789,True,True,True,True,False,True,False,46.5,0.16369313113291703,0.45,0.16369313113291703,1,0.57075,0.5844,0.6215254537597233,0.5478766668724534,0.6423117875663662,False,False,True,False
LENOVO Ideapad Slim 3 15irh8 83em003evn,Lenovo,Intel,Core i7,13620.0,4.9,16.0,LPDDR5,4800.0,512.0,15.6,1920 x 1080,,Intel,1.62,3 cell /47Wh,19990000.0,data/anphat/detail_htmls\lenovo_217_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.7391653290529695,0.579454253611557,0.5842696629213483,0.0972222222222222,19.99,0.77,0.579,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.5825,0.5985,0.5710246326707001,0.3816420237066304,0.602789489443141,False,False,False,False
LENOVO V14 G4 Iru 83a000bhvn,Lenovo,Intel,Core i5,13420.0,4.6,8.0,DDR4,3200.0,512.0,14.0,1920 x 1080,,Intel,1.43,38Wh,16490000.0,data/anphat/detail_htmls\lenovo_218_specs.html,INTEL_UHD,INTEGRATED,False,0.6,0.8,0.4534510433386838,0.752808988764045,0.2114767255216693,0.0729166666666666,16.49,0.567,0.753,True,True,True,True,False,True,False,38.0,0.008920606601248885,0.45,0.008920606601248885,1,0.50175,0.5075999999999999,0.5224792999135696,0.5031994690702557,0.5342055787751574,False,False,False,False
LENOVO Thinkpad X1 Carbon Gen 12 21kc008pvn,Lenovo,Intel,Core Ultra 7,155.0,4.8,32.0,LPDDR5X,6400.0,1024.0,14.0,2880 x 1800,120.0,Intel,1.09,57Wh,62990000.0,data/anphat/detail_htmls\lenovo_219_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.6460674157303371,0.9735152487961477,0.2114767255216693,0.3958333333333333,62.99,0.823,0.974,True,True,True,True,False,True,False,57.0,0.4683318465655665,0.45,0.4683318465655665,1,0.62575,0.6444,0.7514649524632669,0.6664595937770095,0.7595011473638721,True,True,True,False
LENOVO Thinkpad E14 Gen 5 21jk00pfva,Lenovo,Intel,Core i7,1355.0,5.0,8.0,DDR4,3200.0,512.0,14.0,1920 x 1200,,Intel,1.41,3 cell /47Wh,24090000.0,data/anphat/detail_htmls\lenovo_220_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,0.8,0.8138041733547352,0.7664526484751204,0.2114767255216693,0.1256944444444444,24.09,0.747,0.766,True,True,True,True,False,True,False,47.0,0.18688670829616413,0.55,0.18688670829616413,1,0.60675,0.6166,0.6255622731201383,0.5396275774787012,0.6508785383998025,True,True,True,False
LENOVO Thinkpad E14 Gen 6 21m7004uvn,Lenovo,Intel,Core Ultra 7,155.0,4.8,16.0,DDR5,5600.0,512.0,14.0,1920 x 1200,,Intel,1.44,3 cell /47Wh,28390000.0,data/anphat/detail_htmls\lenovo_221_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.742776886035313,0.2114767255216693,0.1555555555555555,28.39,0.723,0.743,True,True,True,True,False,True,False,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.57075,0.5844,0.6064757562662056,0.5289734843807878,0.6317587871959501,False,False,True,False
LENOVO Thinkpad E16 Gen 2 21ma004ava,Lenovo,Intel,Core Ultra 5,125.0,4.5,16.0,DDR5,5600.0,512.0,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,23090000.0,data/anphat/detail_htmls\lenovo_222_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.3467094703049759,0.8487158908507223,0.11875,23.09,0.551,0.347,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.52775,0.5328,0.3910139585133967,0.2240176256327941,0.4136098064575874,False,False,False,False
LENOVO Thinkpad E16 Gen 2 21ma004cvn,Lenovo,Intel,Core Ultra 5,125.0,4.5,16.0,DDR5,5600.0,512.0,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,24290000.0,data/anphat/detail_htmls\lenovo_223_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.3467094703049759,0.8487158908507223,0.1270833333333333,24.29,0.551,0.347,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.52775,0.5328,0.3910139585133967,0.2240176256327941,0.4136098064575874,False,False,False,False
LENOVO Thinkpad E16 Gen 2 21ma004evn,Lenovo,Intel,Core Ultra 5,125.0,4.5,32.0,DDR5,5600.0,1024.0,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,27090000.0,data/anphat/detail_htmls\lenovo_224_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.3029695024077046,0.3467094703049759,0.8487158908507223,0.1465277777777777,27.09,0.651,0.347,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.58275,0.5928,0.4360139585133967,0.2240176256327941,0.4688598064575873,False,False,False,False
LENOVO Thinkpad E14 Gen 5 21jk006hva,Lenovo,Intel,Core i7,1355.0,5.0,8.0,DDR4,3200.0,512.0,14.0,1920 x 1200,,Intel,1.53,3 cell /47Wh,25690000.0,data/anphat/detail_htmls\lenovo_225_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,0.8,0.8138041733547352,0.656099518459069,0.2114767255216693,0.1368055555555555,25.69,0.747,0.656,True,True,True,True,False,True,False,47.0,0.18688670829616413,0.55,0.18688670829616413,1,0.60675,0.6166,0.5869386776145203,0.4899686689714779,0.6235661387208298,True,True,False,False
LENOVO Thinkpad T14s Gen 5 21ls005uva,Lenovo,Intel,Core Ultra 7,155.0,4.8,16.0,LPDDR5X,6400.0,1024.0,14.0,1920 x 1200,,Intel,1.24,3 cell /58Wh,36990000.0,data/anphat/detail_htmls\lenovo_226_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.6460674157303371,0.9249598715890851,0.2114767255216693,0.2152777777777778,36.99,0.763,0.925,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.58075,0.5964,0.7093936473638721,0.6479750586492161,0.7158721530435856,False,False,True,False
LENOVO Thinkpad E16 Gen 1 21jn006ava,Lenovo,Intel,Core i7,1355.0,5.0,8.0,DDR4,3200.0,512.0,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,25690000.0,data/anphat/detail_htmls\lenovo_227_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,0.8,0.8138041733547352,0.3467094703049759,0.8487158908507223,0.1368055555555555,25.69,0.747,0.347,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.55,0.18688670829616413,1,0.60675,0.6166,0.4792139585133967,0.2240176256327941,0.5218998064575873,True,True,False,False
LENOVO Thinkpad X1 Carbon Gen 10 21cb009wvn,Lenovo,Intel,Core i5,1240.0,4.4,16.0,LPDDR5,5200.0,512.0,14.0,2240 x 1400,,Intel,1.12,"4 Cell, 57Wh",47490000.0,data/anphat/detail_htmls\lenovo_228_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.2451845906902086,0.9691011235955056,0.2114767255216693,0.2881944444444444,47.49,0.523,0.969,True,True,True,True,False,True,False,57.0,0.4683318465655665,0.55,0.4683318465655665,1,0.58075,0.5794,0.6149200086430423,0.6644732374367206,0.5926586513767131,False,False,True,False
LENOVO Ideapad 5 Pro 16arh7 82sn00afvn,Lenovo,AMD,Ryzen 7,6800.0,4.7,16.0,DDR5,6400.0,512.0,16.0,2560 x 1600,120.0,NVIDIA,1.95,4 cell /75Wh,28990000.0,data/anphat/detail_htmls\lenovo_229_specs.html,GTX 1650,DISCRETE_GAMING,False,0.8,0.8,0.5714285714285714,0.271669341894061,0.8487158908507223,0.1597222222222222,28.99,0.686,0.272,True,True,True,False,False,False,True,75.0,0.7979482604817127,0.7,0.7979482604817127,1,0.7115,0.7108,0.4793460674157304,0.2844803370786516,0.512701797752809,True,True,False,False
LENOVO Ideapad 3 15aba7 82rn0070vn,Lenovo,AMD,Ryzen 5,5625.0,4.3,8.0,DDR4,3200.0,512.0,15.6,1920 x 1080,,AMD,1.63,"3 Cell, 45Wh",15490000.0,data/anphat/detail_htmls\lenovo_230_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.6,0.8,0.2146869983948635,0.562199036918138,0.5842696629213483,0.0659722222222222,15.49,0.447,0.562,True,True,True,False,False,False,True,45.0,0.15388046387154328,0.5,0.15388046387154328,1,0.50175,0.4991,0.4157891529818496,0.3671464069638227,0.4169844002345969,False,False,False,False
LENOVO Ideapad 5 Pro 14arh7 82sj0026vn,Lenovo,AMD,Ryzen 5,6600.0,4.5,16.0,DDR5,6400.0,512.0,14.0,2880 x 1800,90.0,AMD,1.49,3 cell /56.5Wh,23990000.0,data/anphat/detail_htmls\lenovo_231_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.7150882825040128,0.2114767255216693,0.125,23.99,0.551,0.715,True,True,True,True,False,True,False,56.5,0.43487957181088316,0.5,0.43487957181088316,1,0.55775,0.5603,0.5376539757994814,0.5484847666378565,0.5444912424373379,False,False,False,False
LENOVO Ideapad 5 Pro 14arh7 82sj0028vn,Lenovo,AMD,Ryzen 7,6800.0,4.7,16.0,DDR5,6400.0,512.0,14.0,2880 x 1800,90.0,AMD,1.49,3 cell /56.5Wh,24990000.0,data/anphat/detail_htmls\lenovo_232_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.5714285714285714,0.7150882825040128,0.2114767255216693,0.1319444444444444,24.99,0.686,0.715,True,True,True,True,False,True,False,56.5,0.43487957181088316,0.5,0.43487957181088316,1,0.5915,0.6008,0.5984039757994813,0.5484847666378565,0.619078742437338,False,True,False,False
LENOVO Thinkpad T16 G1 21bv00ekva,Lenovo,Intel,Core i5,1235.0,4.4,8.0,DDR4,3200.0,512.0,16.0,1920 x 1200,,Intel,1.65,"3 Cell, 52.5Wh",28290000.0,data/anphat/detail_htmls\lenovo_233_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,0.8,0.2451845906902086,0.5417335473515249,0.8487158908507223,0.1548611111111111,28.29,0.463,0.542,True,True,True,False,False,False,True,52.5,0.3073148974130241,0.55,0.3073148974130241,1,0.5357500000000001,0.5314,0.4302493085566119,0.3302880756883566,0.4217198039881467,False,False,False,False
LENOVO Thinkpad P14s Gen 3 21ak006xva,Lenovo,Intel,Core i7,1260.0,4.7,16.0,DDR4,3200.0,512.0,14.0,2240 x 1400,,NVIDIA,1.38,3 cell 52.5Wh,42990000.0,data/anphat/detail_htmls\lenovo_237_specs.html,QUADRO T550,DISCRETE_WORKSTATION,False,0.8,0.8,0.5714285714285714,0.8358747993579454,0.2114767255216693,0.2569444444444444,42.99,0.686,0.836,True,True,True,True,False,True,False,52.5,0.3073148974130241,0.85,0.3073148974130241,1,0.8015,0.7933,0.6329869490060501,0.5893771607605878,0.6428195592048401,True,True,True,False
LENOVO Thinkpad P14s Gen 3 21ak006sva,Lenovo,Intel,Core i5,1240.0,4.4,8.0,DDR4,3200.0,512.0,14.0,2240 x 1400,,NVIDIA,1.38,3 cell 52.5Wh,36990000.0,data/anphat/detail_htmls\lenovo_236_specs.html,QUADRO T550,DISCRETE_WORKSTATION,False,0.6,0.8,0.2451845906902086,0.8358747993579454,0.2114767255216693,0.2152777777777778,36.99,0.463,0.836,True,True,True,True,False,True,False,52.5,0.3073148974130241,0.85,0.3073148974130241,1,0.71575,0.6964,0.5326369490060501,0.5893771607605878,0.5196120592048401,True,True,False,False
LENOVO Thinkpad T14s Gen 3 21br00e2va,Lenovo,Intel,Core i5,1235.0,4.4,16.0,LPDDR5,4800.0,512.0,14.0,1920 x 1200,,Intel,1.21,3 cell 57Wh,33390000.0,data/anphat/detail_htmls\lenovo_235_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.2451845906902086,0.9402086677367576,0.2114767255216693,0.1902777777777777,33.39,0.523,0.94,True,True,True,True,False,True,False,57.0,0.4683318465655665,0.55,0.4683318465655665,1,0.58075,0.5794,0.6048076490924804,0.651471632300284,0.585507768551673,False,False,True,False
LENOVO Thinkpad X1 Carbon Gen 10 21cb00a8vn,Lenovo,Intel,Core i7,1260.0,4.7,16.0,LPDDR5,5200.0,512.0,14.0,1920 x 1200,60.0,Intel,1.12,"4 Cell, 57Wh",48990000.0,data/anphat/detail_htmls\lenovo_238_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.5714285714285714,0.9691011235955056,0.2114767255216693,0.2986111111111111,48.99,0.686,0.969,True,True,True,True,False,True,False,57.0,0.4683318465655665,0.55,0.4683318465655665,1,0.6215,0.6283000000000001,0.6882700086430423,0.6644732374367206,0.6827161513767132,True,True,True,False
LENOVO Thinkpad T16 Gen 1 21bv00g9fq,Lenovo,Intel,Core i7,1260.0,4.7,8.0,DDR4,3200.0,512.0,16.0,1920 x 1200,,Intel,1.769,3 cell 52.5Wh,31590000.0,data/anphat/detail_htmls\lenovo_239_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.6,0.8,0.5714285714285714,0.3868378812199037,0.8487158908507223,0.1777777777777777,31.59,0.626,0.387,True,True,True,False,False,False,True,52.5,0.3073148974130241,0.55,0.3073148974130241,1,0.5765,0.5803,0.4493858254105445,0.260585025929127,0.4734406266205704,False,False,False,False
LENOVO Thinkpad P16s Gen 2 21hk004vva,Lenovo,Intel,Core i7,1360.0,5.0,32.0,LPDDR5X,7500.0,512.0,16.0,1920 x 1200,,NVIDIA,1.7,Integrated 52.5Wh,41990000.0,data/anphat/detail_htmls\lenovo_240_specs.html,RTX 500,DISCRETE_GAMING,False,1.0,0.8,0.8138041733547352,0.442215088282504,0.8487158908507223,0.25,41.99,0.867,0.442,True,True,True,False,False,False,True,52.5,0.3073148974130241,0.45,0.3073148974130241,1,0.63675,0.6576000000000001,0.5772178478824546,0.2855047691072972,0.620298985368564,True,True,False,False
LENOVO Thinkpad T490s 20nxs00200_id30092,lenovo,Intel,Core i7,8565.0,1.8,8.0,DDR4,,256.0,14.0,1920 x 1080,,Intel,1.5,3 Cell 57WH,39990000.0,data/anphat/detail_htmls\lenovo_242_specs.html,INTEL_UHD,INTEGRATED,False,0.6,0.6,0.0453451043338683,0.6898073836276084,0.2114767255216693,0.2361111111111111,39.99,0.323,0.69,True,True,True,True,False,True,False,57.0,0.4683318465655665,0.45,0.4683318465655665,1,0.44075,0.4344,0.4271671996542783,0.5387910544511668,0.4130334507346586,False,False,False,False
LENOVO Thinkpad T14s Gen 5 21ls0062vn,Lenovo,Intel,Core Ultra 7,155.0,4.8,32.0,LPDDR5X,6400.0,1024.0,14.0,2880 x 1800,120.0,Intel,1.24,3 cell /58Wh,47190000.0,data/anphat/detail_htmls\lenovo_241_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.6460674157303371,0.9249598715890851,0.2114767255216693,0.2861111111111111,47.19,0.823,0.925,True,True,True,True,False,True,False,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.62575,0.6444,0.736393647363872,0.6479750586492161,0.7490221530435857,True,True,True,False
DELL 15 Dc15250 I7u161w11slu,Dell,Intel,Core i7,1355.0,5.0,16.0,DDR4,,1024.0,15.6,1920 x 1080,,Intel,1.65,4C 54Wh,22990000.0,data/anphat/detail_htmls\dell_0_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.8138041733547352,0.5417335473515249,0.5842696629213483,0.1180555555555555,22.99,0.847,0.542,True,True,True,False,False,False,True,54.0,0.3661909009812667,0.45,0.3661909009812667,1,0.60175,0.6216,0.6059339239412272,0.3882253981973083,0.6467653454130139,True,True,True,False
DELL Inspiron 15 3530 N5i7305w1,Dell,Intel,Core i7,1355.0,5.0,16.0,DDR4,,512.0,15.6,1920 x 1080,120.0,Intel,1.62,4 Cell 54Whr,22990000.0,data/anphat/detail_htmls\dell_3_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.8138041733547352,0.579454253611557,0.5842696629213483,0.1180555555555555,22.99,0.807,0.579,True,True,True,False,False,False,True,54.0,0.3661909009812667,0.55,0.3661909009812667,1,0.65175,0.6646000000000001,0.6011361711322386,0.4051997160143227,0.6340012202123719,True,True,True,False
DELL Xps13 9350 Pp9h1,Dell,Intel,Core Ultra 7,258.0,2.2,32.0,LPDDR5X,8533.0,1024.0,13.4,2560 x 1600,,Intel,1.21,3Cell 55WHrs,76990000.0,data/anphat/detail_htmls\dell_4_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.081059390048154,0.9402086677367576,0.0361155698234349,0.4930555555555556,76.99,0.541,0.94,True,True,True,True,False,True,False,55.0,0.3862622658340767,0.45,0.3862622658340767,1,0.55525,0.5598000000000001,0.6090614952463267,0.6798130942091617,0.5993902917026793,False,False,True,False
DELL 15 Dc15250 Cph99,Dell,Intel,Core i5,1334.0,4.6,16.0,DDR4,,512.0,15.6,1920 x 1080,,Intel,1.65,"3 Cell, 41 Wh",17990000.0,data/anphat/detail_htmls\dell_1_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.4534510433386838,0.5417335473515249,0.5842696629213483,0.0833333333333333,17.99,0.627,0.542,True,True,True,False,False,False,True,41.0,0.05798394290811775,0.45,0.05798394290811775,1,0.5467500000000001,0.5556,0.4819339239412272,0.3444753981973082,0.5052153454130138,False,False,False,False
DELL 16 Dc16250 C7u161w11blu,Dell,Intel,Core 7,150.0,5.4,16.0,,,1024.0,16.0,1920 x 1200,,Intel,2.0,3 cell 41 Wh,28990000.0,data/anphat/detail_htmls\dell_5_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.9542536115569824,0.2471910112359551,0.8487158908507223,0.1597222222222222,28.99,0.917,0.247,True,True,True,False,False,False,True,41.0,0.05798394290811775,0.45,0.05798394290811775,1,0.6192500000000001,0.6426000000000001,0.5093440363007778,0.159042011359427,0.5819632186072354,True,True,False,False
DELL 16 Dc16251 Dc6c7557w1,Dell,Intel,Core 7,150.0,5.4,16.0,DDR5,5200.0,1024.0,16.0,1920 x 1200,,NVIDIA,1.98,4cell 54Whr,31990000.0,data/anphat/detail_htmls\dell_6_specs.html,MX 570A,DISCRETE_LIGHT,False,0.8,1.0,0.9542536115569824,0.2588282504012841,0.8487158908507223,0.1805555555555555,31.99,0.917,0.259,True,True,True,False,False,False,True,54.0,0.3661909009812667,0.55,0.3661909009812667,1,0.67925,0.6976000000000001,0.538417070008643,0.2080287689838251,0.6048434353006544,True,True,False,False
DELL Pro 13 Plus Pb13250 42ltu7pb13250,Dell,Intel,Core Ultra 7,265.0,5.3,16.0,,,512.0,13.3,1920 x 1200,60.0,Intel,1.23,3cell 55Wh,39990000.0,data/anphat/detail_htmls\dell_7_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.9337881219903692,0.9329855537720706,0.0176565008025682,0.2361111111111111,39.99,0.867,0.933,True,True,True,True,False,True,False,55.0,0.3862622658340767,0.45,0.3862622658340767,1,0.60675,0.6276,0.7532334053586862,0.6802545067292258,0.778455933757254,True,True,True,False
DELL Pro 14 Pc14250 71076111,Dell,Intel,Core 5,120.0,5.0,16.0,,,1024.0,14.0,1920 x 1200,60.0,Intel,1.35,3Cell 45WHrs,26990000.0,data/anphat/detail_htmls\dell_8_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.8138041733547352,0.858346709470305,0.2114767255216693,0.1458333333333333,26.99,0.847,0.858,True,True,True,True,False,True,False,45.0,0.15388046387154328,0.45,0.15388046387154328,1,0.60175,0.6216,0.6988790406222989,0.574249135695765,0.7257953954191875,True,True,True,False
DELL 15 Dc15250 Cph997,Dell,Intel,Core i7,1355.0,5.0,16.0,DDR4,,1024.0,15.6,1920 x 1080,,Intel,1.65,4C 54Wh,24990000.0,data/anphat/detail_htmls\dell_10_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.8138041733547352,0.5417335473515249,0.5842696629213483,0.1319444444444444,24.99,0.847,0.542,True,True,True,False,False,False,True,54.0,0.3661909009812667,0.45,0.3661909009812667,1,0.60175,0.6216,0.6059339239412272,0.3882253981973083,0.6467653454130139,True,True,True,False
DELL Inspiron 14 5440 N4i5211w1,Dell,Intel,Core 5,120.0,5.0,16.0,DDR5,5200.0,512.0,14.0,1920 x 1200,60.0,Intel,1.67,4Cell 54WHrs,23990000.0,data/anphat/detail_htmls\dell_11_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.8138041733547352,0.4771268057784912,0.2114767255216693,0.125,23.99,0.807,0.477,True,True,True,False,False,True,False,54.0,0.3661909009812667,0.55,0.3661909009812667,1,0.65175,0.6646000000000001,0.5653215643906655,0.4337109519693789,0.6235868943696753,True,True,False,False
DELL Latitude 3450 L3450 1335u 08512u Fbl,Dell,Intel,Core i5,1335.0,4.6,8.0,DDR5,5200.0,512.0,14.0,1920 x 1080,,Intel,1.66,3Cell 42WHrs,18990000.0,data/anphat/detail_htmls\dell_12_specs.html,INTEL_UHD,INTEGRATED,False,0.6,0.8,0.4534510433386838,0.5056179775280899,0.2114767255216693,0.0902777777777777,18.99,0.567,0.506,True,True,True,False,False,True,False,42.0,0.11864406779661017,0.45,0.11864406779661017,1,0.50175,0.5075999999999999,0.4442165514261019,0.4061473638720829,0.4795769209161624,False,False,False,False
DELL Inspiron 14 5440 Ndy5v1,Dell,Intel,Core i5,1334.0,4.6,16.0,DDR5,4400.0,512.0,14.0,1920 x 1080,,,1.69,4-cell,21990000.0,data/anphat/detail_htmls\dell_13_specs.html,UNKNOWN,UNKNOWN,False,0.8,0.8,0.4534510433386838,0.4719101123595506,0.2114767255216693,0.1111111111111111,21.99,0.627,0.472,True,True,True,False,False,True,False,,,0.45,,0,0.5467500000000001,0.5556,0.5478803370786517,0.5457865168539326,0.5751534550561798,False,False,False,False
DELL Xps 13 9350 71058714,Dell,Intel,Core Ultra 5,226.0,4.5,16.0,LPDDR5X,8533.0,1024.0,13.4,2560 x 1600,,Intel,1.21,3Cell 55WHrs,58990000.0,data/anphat/detail_htmls\dell_14_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.3029695024077046,0.9402086677367576,0.0361155698234349,0.3680555555555556,58.99,0.591,0.94,True,True,True,True,False,True,False,55.0,0.3862622658340767,0.45,0.3862622658340767,1,0.53775,0.5448,0.6315614952463267,0.6798130942091617,0.6270152917026793,False,False,True,False
DELL Latitude 3450 71076115,Dell,Intel,Core i7,1355.0,5.0,16.0,DDR5,5200.0,512.0,14.0,1920 x 1080,60.0,Intel,1.5,3Cell 42WHrs,28990000.0,data/anphat/detail_htmls\dell_16_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.8138041733547352,0.6898073836276084,0.2114767255216693,0.1597222222222222,28.99,0.807,0.69,True,True,True,True,False,True,False,42.0,0.11864406779661017,0.55,0.11864406779661017,1,0.65175,0.6646000000000001,0.6161210458081244,0.4883102852203976,0.6573665276577355,True,True,True,False
DELL Inspiron 14 5440 N4i7204w1,Dell,Intel,Core 7,150.0,5.4,16.0,DDR5,5200.0,512.0,14.0,1920 x 1200,60.0,Intel,1.67,4Cell 54WHrs,26999000.0,data/anphat/detail_htmls\dell_15_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.9542536115569824,0.4771268057784912,0.2114767255216693,0.1458958333333333,27.0,0.877,0.477,True,True,True,False,False,True,False,54.0,0.3661909009812667,0.55,0.3661909009812667,1,0.66925,0.6856000000000001,0.5968215643906655,0.4337109519693789,0.6622618943696753,True,True,False,False
DELL Inspiron 14 5441 71069158,Dell,Qualcomm,Snapdragon X X1,100.0,2.97,16.0,,,512.0,14.0,1920 x 1200,60.0,Qualcomm,1.66,3Cell 54Wh,28990000.0,data/anphat/detail_htmls\dell_19_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM,False,0.8,0.8,0.1300160513643659,0.5056179775280899,0.2114767255216693,0.1597222222222222,28.99,0.465,0.506,True,True,True,False,False,True,False,54.0,0.3661909009812667,0.45,0.3661909009812667,1,0.5062500000000001,0.507,0.421393474503025,0.4465319792566983,0.4416834593777009,False,False,False,False
DELL Inspiron 14 5440 7fn5j,Dell,Intel,Core 7,150.0,5.4,16.0,DDR5,5200.0,1024.0,14.0,1920 x 1200,60.0,Intel,1.56,4Cell 54WHrs,27990000.0,data/anphat/detail_htmls\dell_18_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,1.0,0.9542536115569824,0.6304173354735152,0.2114767255216693,0.1527777777777778,27.99,0.917,0.63,True,True,True,True,False,True,False,54.0,0.3661909009812667,0.45,0.3661909009812667,1,0.6192500000000001,0.6426000000000001,0.668473249783924,0.5026916903321398,0.7223013004691938,True,True,True,False
DELL Inspiron 14 5441 5mnk1,Dell,Qualcomm,Snapdragon X Plus,100.0,3.4,16.0,LPDDR5X,8448.0,512.0,14.0,1920 x 1200,60.0,Qualcomm,1.53,3Cell 54Wh,31990000.0,data/anphat/detail_htmls\dell_17_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM,False,0.8,0.8,0.1565008025682183,0.656099518459069,0.2114767255216693,0.1805555555555555,31.99,0.478,0.656,True,True,True,True,False,True,False,54.0,0.3661909009812667,0.45,0.3661909009812667,1,0.5095000000000001,0.5109,0.4793502160760587,0.5135263612791703,0.4857128694900604,False,False,False,False
Nb DELL Mobile Precision 3590,Dell,Intel,Core Ultra 7,165.0,5.0,16.0,DDR5,5600.0,512.0,15.6,1920 x 1080,60.0,NVIDIA,1.62,"3-cell, 42Wh",48990000.0,data/anphat/detail_htmls\dell_20_specs.html,RTX 500,DISCRETE_GAMING,False,0.8,0.8,0.8138041733547352,0.579454253611557,0.5842696629213483,0.2986111111111111,48.99,0.807,0.579,True,True,True,False,False,False,True,42.0,0.11864406779661017,0.45,0.11864406779661017,1,0.59175,0.6096,0.5780592480553155,0.3648151006297073,0.6155396817508334,False,True,False,False
